area,address,number,price,date,size,transaction_type,full_address,lat,long
Old Quarter,"12 Cleburne Mews, Old Quarter, Ballincollig",12,144955,2011-11-17,38-125 m2,new,"12 12 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"13 Cleburne Mews, Old Quarter, Ballincollig",13,156180,2011-11-17,38-125 m2,new,"13 13 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"14 Cleburne Mews, Old Quarter, Ballincollig",14,155640,2011-11-17,38-125 m2,new,"14 14 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"15 Cleburne Mews, Old Quarter, Ballincollig",15,155640,2011-11-17,38-125 m2,new,"15 15 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"2 Cleburne Mews, Old Quarter, Ballincollig",2,144955,2011-11-17,38-125 m2,new,"2 2 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"3 Cleburne Mews, Old Quarter, Ballincollig",3,145495,2011-11-17,38-125 m2,new,"3 3 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"4 Cleburne Mews, Old Quarter, Ballincollig",4,156180,2011-11-17,38-125 m2,new,"4 4 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"5 Cleburne Mews, Old Quarter, Ballincollig",5,156180,2011-11-17,38-125 m2,new,"5 5 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"6 Cleburne Mews, Old Quarter, Ballincollig",6,145495,2011-11-17,38-125 m2,new,"6 6 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"7 Cleburne Mews, Old Quarter, Ballincollig",7,145495,2011-11-17,38-125 m2,new,"7 7 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"8 Cleburne Mews, Old Quarter, Ballincollig",8,145495,2011-11-17,38-125 m2,new,"8 8 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"9 Cleburne Mews, Old Quarter, Ballincollig",9,155640,2011-11-17,38-125 m2,new,"9 9 Cleburne Mews, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"1 Leemount, Carrigrohane, Co. Cork",1,105000,2011-11-23,1-38 m2,second-hand,"1 1 Leemount, Carrigrohane, Co. Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Coolroe,"62  Lisheen Fields, Ballincollig, Cork",62,265616,2011-11-23,125-1000 m2,new,"62 62  Lisheen Fields, Ballincollig, Cork, Coolroe",51.885279789132504,-8.622716969745719
Inniscarra View,"22 Woodbine Lawn, Inniscarra View, Ballincollig",22,195000,2011-11-28,1-38 m2,second-hand,"22 22 Woodbine Lawn, Inniscarra View, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
Muskerry Estate,"26 Castle Avenue, Muskerry Estate, Ballincollig",26,140000,2011-11-29,1-38 m2,second-hand,"26 26 Castle Avenue, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
An Caislean,"22 An Caislean, Ballincollig",22,172500,2011-11-30,1-38 m2,second-hand,"22 22 An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Westcourt,"24 Westcourt, Ballincollig, Cork",24,157500,2011-11-30,1-38 m2,second-hand,"24 24 Westcourt, Ballincollig, Cork, Westcourt",51.88681255417706,-8.616295628522487
Manor Hill,"94 Manor Hill, Ballincollig",94,245000,2011-12-06,1-38 m2,second-hand,"94 94 Manor Hill, Ballincollig, Manor Hill",51.89121035709487,-8.575907457357648
Beech Park,"36  Cranford Pines, Ballincollig, Co. Cork",36,171000,2011-12-09,1-38 m2,second-hand,"36 36  Cranford Pines, Ballincollig, Co. Cork, Beech Park",51.884462825784524,-8.586660730369518
Coolroe,"5 The Stables, Coolroe, Ballincollig",5,214000,2011-12-12,1-38 m2,second-hand,"5 5 The Stables, Coolroe, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
City West Mews,"4 Citi West Mews, Ballincollig",4,150000,2011-12-13,1-38 m2,second-hand,"4 4 Citi West Mews, Ballincollig, City West Mews",51.88510951386978,-8.607681457357844
Coolroe Meadows,"10 The Green, Coolroe Meadows, Ballincollig",10,205000,2011-12-15,1-38 m2,second-hand,"10 10 The Green, Coolroe Meadows, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
Muskerry Estate,"13 Island Way, Muskerry Estate, Ballincollig",13,203000,2011-12-21,1-38 m2,second-hand,"13 13 Island Way, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Maglin,"1 Maglin Circle, Maglin, Ballincollig",1,197500,2011-12-23,1-38 m2,second-hand,"1 1 Maglin Circle, Maglin, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Rosewood,"175 Rosewood, Ballincollig",175,137500,2012-01-04,1-38 m2,second-hand,"175 175 Rosewood, Ballincollig, Rosewood",51.88865181082447,-8.575978970851866
Coolroe Heights,"No. 22 Avon Court, Ballincollig",No.,178500,2012-01-04,1-38 m2,second-hand,"No. No. 22 Avon Court, Ballincollig, Coolroe Heights",51.8915162277775,-8.581342570851831
Westcourt,"60 Westcourt Heights, Ballincollig, Co. Cork",60,195000,2012-01-27,1-38 m2,second-hand,"60 60 Westcourt Heights, Ballincollig, Co. Cork, Westcourt",51.88681255417706,-8.616295628522487
Westcourt,"80 Westcourt, Ballincollig",80,145000,2012-01-30,1-38 m2,second-hand,"80 80 Westcourt, Ballincollig, Westcourt",51.88681255417706,-8.616295628522487
West Village,"12 The Meadows, West Village, Ballincollig",12,147000,2012-02-09,1-38 m2,second-hand,"12 12 The Meadows, West Village, Ballincollig, West Village",51.88675485217772,-8.606397553304374
The Quadrants,"123  157 And 157 The Quadrants, Ballincollig",123,495000,2012-02-10,1-38 m2,second-hand,"123 123  157 And 157 The Quadrants, Ballincollig, The Quadrants",51.8890702782036,-8.589706799326772
Daffodil Fields,"1  Daffodil Fields, Ballincollig",1,328000,2012-02-23,1-38 m2,second-hand,"1 1  Daffodil Fields, Ballincollig, Daffodil Fields",51.89114262893351,-8.573402430369397
Greenfield,"23  Fernwalk, Greenfields, Ballincollig",23,415000,2012-02-27,1-38 m2,second-hand,"23 23  Fernwalk, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Coolroe Meadows,"91 The Green, Ballincollig",91,220000,2012-02-27,1-38 m2,second-hand,"91 91 The Green, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
An Caislean,"122 An Caislean Way, An Caislean, Ballincollig",122,192500,2012-02-28,1-38 m2,second-hand,"122 122 An Caislean Way, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Greenfield,"64 Woodberry, Greenfields, Ballincollig",64,342500,2012-03-15,1-38 m2,second-hand,"64 64 Woodberry, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Beech Park,"1 Cranford Grove, Ballincollig",1,125000,2012-03-16,1-38 m2,second-hand,"1 1 Cranford Grove, Ballincollig, Beech Park",51.884462825784524,-8.586660730369518
Rosewood,"220 Rosewood, Ballincollig",220,183000,2012-03-27,1-38 m2,second-hand,"220 220 Rosewood, Ballincollig, Rosewood",51.88865181082447,-8.575978970851866
Greenfield,"Castleview, Greenfields, Ballincollig",1,186000,2012-03-28,1-38 m2,second-hand,"1 Castleview, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Muskerry Estate,"43 Cherry Walk, Muskerry Estate, Ballincollig",43,145000,2012-04-05,1-38 m2,second-hand,"43 43 Cherry Walk, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Coolroe,"9 The Avenue, Coolroe Heights, Ballincollig",9,200000,2012-04-06,1-38 m2,second-hand,"9 9 The Avenue, Coolroe Heights, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Coolroe,"9A Prospect Lawn, Ballincollig",9A,303964,2012-04-19,38-125 m2,new,"9A 9A Prospect Lawn, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Coolroe,"32 Lisheen Fields, Ballincollig, Ovens",32,222907,2012-04-26,125-1000 m2,new,"32 32 Lisheen Fields, Ballincollig, Ovens, Coolroe",51.885279789132504,-8.622716969745719
Classis Lake,"7 The Sycamores, Classes Lake, Ballincollig",7,145000,2012-04-27,1-38 m2,second-hand,"7 7 The Sycamores, Classes Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
Powdermills,"22 Longrange, Powdermills, Ballincollig",22,110000,2012-05-02,1-38 m2,second-hand,"22 22 Longrange, Powdermills, Ballincollig, Powdermills",51.89225015549648,-8.586096438526356
Coolroe Meadows,"79 The Green, Coolroe Meadows, Ballincollig",79,198000,2012-05-02,1-38 m2,second-hand,"79 79 The Green, Coolroe Meadows, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
Aylsbury,"8 Aylsbury Court, Ballincollig",8,290000,2012-05-02,1-38 m2,second-hand,"8 8 Aylsbury Court, Ballincollig, Aylsbury",51.88284449037205,-8.620440916875388
The Cloisters,"86 The Cloisters, Ballincollig, Cork",86,162500,2012-05-11,1-38 m2,second-hand,"86 86 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Coolroe,"28 The Close, Coolroe Meadows, Ballincollig",28,215000,2012-05-14,1-38 m2,second-hand,"28 28 The Close, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Carriganarra,"47 Carriganarra, Ballincollig",47,135000,2012-05-21,1-38 m2,second-hand,"47 47 Carriganarra, Ballincollig, Carriganarra",51.88456579585057,-8.579854607281877
Coolroe,"28 The Lawn, Coolroe Meadows, Ballincollig",28,199000,2012-05-25,1-38 m2,second-hand,"28 28 The Lawn, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Wyndham Downs,"9 Wyndham Downs, Ballincollig",9,233000,2012-05-30,1-38 m2,second-hand,"9 9 Wyndham Downs, Ballincollig, Wyndham Downs",51.88594295587414,-8.620296147557605
Carriganarra,"41 Carriganarra, Ballincollig",41,179000,2012-05-31,1-38 m2,second-hand,"41 41 Carriganarra, Ballincollig, Carriganarra",51.88456579585057,-8.579854607281877
Classis Lake,"18 Fernway, Classes Lake, Ballincollig",18,125000,2012-06-01,1-38 m2,second-hand,"18 18 Fernway, Classes Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
Greenfield,"37 Fernwalk, Greenfields, Ballincollig",37,425000,2012-06-05,1-38 m2,second-hand,"37 37 Fernwalk, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Muskerry Estate,"61 Beech Road, Muskerry Estate, Ballincollig",61,170000,2012-06-15,1-38 m2,second-hand,"61 61 Beech Road, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Muskerry Estate,"No. 2 Ivy Circle, Muskerry Estate, Ballincollig",No.,158000,2012-06-15,1-38 m2,second-hand,"No. No. 2 Ivy Circle, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Beech Park,"12 Aisling Close, Ballincollig",12,205000,2012-06-20,1-38 m2,second-hand,"12 12 Aisling Close, Ballincollig, Beech Park",51.884462825784524,-8.586660730369518
An Caislean,"68  An Caislean, Ballincollig, Co. Cork",68,147000,2012-06-20,1-38 m2,second-hand,"68 68  An Caislean, Ballincollig, Co. Cork, An Caislean",51.88419579207018,-8.604721941977742
Greenfield,"55 Fernwalk, Greenfields, Ballincollig",55,378000,2012-06-22,1-38 m2,second-hand,"55 55 Fernwalk, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Maglin,"21 Glincool Gardens, Ballincollig",21,183000,2012-06-26,1-38 m2,second-hand,"21 21 Glincool Gardens, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
An Caislean,"No. 50 An Caislean, Ballincollig, County Cork",No.,170000,2012-06-27,1-38 m2,second-hand,"No. No. 50 An Caislean, Ballincollig, County Cork, An Caislean",51.88419579207018,-8.604721941977742
The Maltings,"26 Barley Grove, The Maltings, Ballincollig",26,157000,2012-06-29,1-38 m2,second-hand,"26 26 Barley Grove, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Coolroe Meadows,"No. 94 The Green, Coolroe Meadows, Ballincollig",No.,243000,2012-07-03,1-38 m2,second-hand,"No. No. 94 The Green, Coolroe Meadows, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
Coolroe,"9B Prospect Lawn, Ballincollig",9B,323788,2012-07-06,38-125 m2,new,"9B 9B Prospect Lawn, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Old Quarry,"20 Block B Old Quarry & Carspace 20, Coolroe, Ballincollig",20,127500,2012-07-12,1-38 m2,second-hand,"20 20 Block B Old Quarry & Carspace 20, Coolroe, Ballincollig, Old Quarry",51.885810656686274,-8.616955372698976
An Caislean,"85  An Caislean Grove, Ballincollig, Cirk",85,175000,2012-07-17,1-38 m2,second-hand,"85 85  An Caislean Grove, Ballincollig, Cirk, An Caislean",51.88419579207018,-8.604721941977742
Maglin,"11 Glincool Crescent, Ballincollig",11,172500,2012-07-24,1-38 m2,second-hand,"11 11 Glincool Crescent, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Old Quarter,"4 Millers Court, Old Quarter, Ballincollig",4,225000,2012-07-25,1-38 m2,second-hand,"4 4 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Beech Park,"8 Aisling Close, Ballincollig, Cork",8,204000,2012-07-27,1-38 m2,second-hand,"8 8 Aisling Close, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Carrigrohane,"Healy'S Bridge, Carrigrohane, Co Cork",1,190000,2012-07-30,1-38 m2,second-hand,"1 Healy'S Bridge, Carrigrohane, Co Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Daffodil Fields,"18  Daffodil Fields, Ballincollig, Cork",18,300000,2012-07-31,1-38 m2,second-hand,"18 18  Daffodil Fields, Ballincollig, Cork, Daffodil Fields",51.89114262893351,-8.573402430369397
Carrigrohane,"Healy'S Bridge, Carrigrohane, Cork",1,250000,2012-08-02,1-38 m2,second-hand,"1 Healy'S Bridge, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Wyndham Downs,"63  Wyndham Downs, Ballincollig",63,205000,2012-08-15,1-38 m2,second-hand,"63 63  Wyndham Downs, Ballincollig, Wyndham Downs",51.88594295587414,-8.620296147557605
Muskerry Estate,"73 Maple Lawn, Ballincollig",73,205000,2012-08-17,1-38 m2,second-hand,"73 73 Maple Lawn, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Old Quarter,"124  Leslie'S Arch, Old Quarter, Ballincollig",124,125000,2012-09-03,1-38 m2,second-hand,"124 124  Leslie'S Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
An Caislean,"14 An Caislean Close, Ballincollig, Co.Cork",14,151500,2012-09-05,1-38 m2,second-hand,"14 14 An Caislean Close, Ballincollig, Co.Cork, An Caislean",51.88419579207018,-8.604721941977742
Muskerry Estate,"3 Ivy Circle, Muskerry Estate, Ballincollig",3,165000,2012-09-07,1-38 m2,second-hand,"3 3 Ivy Circle, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Maglin,"31 Limeworth, Ballincollig",31,510000,2012-09-07,125-1000 m2,new,"31 31 Limeworth, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Carrigrohane,"3 The Crescent, Highfield Park, Carrigrohane  Ballincollig",3,194714,2012-09-17,38-125 m2,new,"3 3 The Crescent, Highfield Park, Carrigrohane  Ballincollig, Carrigrohane",51.89118108080445,-8.570433423222292
Muskerry Estate,"51 Maple Lawn, Muskerry Estate, Ballincollig",51,160000,2012-09-20,1-38 m2,second-hand,"51 51 Maple Lawn, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
An Caislean,"46 An Caislean Drive, Ballincollig",46,162000,2012-10-02,1-38 m2,second-hand,"46 46 An Caislean Drive, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
City West Mews,"14 Citi West Mews, Ballincollig, Co Cork",14,132700,2012-10-03,1-38 m2,second-hand,"14 14 Citi West Mews, Ballincollig, Co Cork, City West Mews",51.88510951386978,-8.607681457357844
The Crescent,"5 The Crescent, Old Fort Road, Ballincollig",5,120000,2012-10-05,1-38 m2,second-hand,"5 5 The Crescent, Old Fort Road, Ballincollig, The Crescent",51.88974689003794,-8.592724974545812
Old Quarter,"48 Coopers Grange, Old Quarter, Ballincollig",48,130000,2012-10-08,1-38 m2,second-hand,"48 48 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"Mardel House, Carrigrohane, Cork",Mardel,435000,2012-10-12,1-38 m2,second-hand,"Mardel Mardel House, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Coolroe Meadows,"14 The Green, Coolroe Meadows, Ballincollig",14,220000,2012-10-23,1-38 m2,second-hand,"14 14 The Green, Coolroe Meadows, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
Westcourt,"50 Westcourt Heights, Ballincollig, Co Cork",50,170000,2012-10-30,1-38 m2,second-hand,"50 50 Westcourt Heights, Ballincollig, Co Cork, Westcourt",51.88681255417706,-8.616295628522487
Manor Hill,"20 Manor Hill, Ballincollig, Co Cork",20,183500,2012-10-31,1-38 m2,second-hand,"20 20 Manor Hill, Ballincollig, Co Cork, Manor Hill",51.89121035709487,-8.575907457357648
Westcourt,"3 Westcourt, Ballincollig",3,117500,2012-10-31,1-38 m2,second-hand,"3 3 Westcourt, Ballincollig, Westcourt",51.88681255417706,-8.616295628522487
Coolroe,"44A West Court Heights, Ballincollig",44A,115000,2012-11-06,1-38 m2,second-hand,"44A 44A West Court Heights, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
An Caislean,"117 An Caislean, Ballincollig, County Cork",117,140000,2012-11-07,1-38 m2,second-hand,"117 117 An Caislean, Ballincollig, County Cork, An Caislean",51.88419579207018,-8.604721941977742
An Caislean,"126 An Caislean, Ballincollig",126,145000,2012-11-12,1-38 m2,second-hand,"126 126 An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Old Quarter,"43 Coopers Grange, Old Quarter, Ballincollig",43,130000,2012-11-13,38-125 m2,new,"43 43 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
An Caislean,"93 An Caisleã¡N, Ballincollig",93,131250,2012-11-13,1-38 m2,second-hand,"93 93 An Caisleã¡N, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Inniscarra View,"31 Greystones, Ballincollig",31,120000,2012-11-23,1-38 m2,second-hand,"31 31 Greystones, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
Coolroe Meadows,"56 The Green, Coolroe Meadows, Ballincollig",56,226000,2012-11-23,1-38 m2,second-hand,"56 56 The Green, Coolroe Meadows, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
Old Quarter,"106 Leslie'S Arch, Old Quarter, Ballincollig",106,145000,2012-11-26,1-38 m2,second-hand,"106 106 Leslie'S Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"13 Leslie'S Arch, Old Quarter, Ballincollig",13,220000,2012-11-28,1-38 m2,second-hand,"13 13 Leslie'S Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
The Cloisters,"32 The Cloisters, Ballincollig, Cork",32,205000,2012-11-29,1-38 m2,second-hand,"32 32 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Aylsbury,"45 Aylsbury Downs, Ballincollig, Cork",45,150000,2012-11-29,1-38 m2,second-hand,"45 45 Aylsbury Downs, Ballincollig, Cork, Aylsbury",51.88284449037205,-8.620440916875388
Beech Park,"24 Crawford Pines, Ballincollig",24,190000,2012-12-03,1-38 m2,second-hand,"24 24 Crawford Pines, Ballincollig, Beech Park",51.884462825784524,-8.586660730369518
