date,address,county,price,description,size,locality
2017-09-01,"50 Millers Court, Old Quarter, Ballincollig",Cork,269789,new,38-125 m2,Ballincollig
2017-09-01,"51 Millers Court, Old Quarter, Ballincollig",Cork,277532,new,38-125 m2,Ballincollig
2017-09-01,"82 Millers Court, Old Quarter, Ballincollig",Cork,273127,new,38-125 m2,Ballincollig
2017-09-04,"4 Hawthorn Ave, Inniscarra View Estate, Ballincollig",Cork,275000,second-hand,1-38 m2,Ballincollig
2017-09-07,"37 Innishmore Court, Ballincollig, Cork",Cork,153000,second-hand,1-38 m2,Ballincollig
2017-09-07,"52 Millers Court, Old Quarter, Ballincollig",Cork,224668,new,38-125 m2,Ballincollig
2017-09-08,"72 The Lawn, Coolroe Meadows, Ballincollig",Cork,285000,second-hand,1-38 m2,Ballincollig
2017-09-12,"17 Distillery Court, The Maltings, Ballincollig",Cork,208000,second-hand,1-38 m2,Ballincollig
2017-09-20,"81 Millers Court, Old Quarter, Ballincollig",Cork,277533,new,38-125 m2,Ballincollig
2017-09-21,"109 Castlepark, Ballincollig, Cork",Cork,180000,second-hand,1-38 m2,Ballincollig
2017-09-21,"184 The Willows, Carriglee, Ballincollig",Cork,240000,second-hand,1-38 m2,Ballincollig
2017-09-22,"2 The Green, Aylsbury, Ballincollig",Cork,410000,second-hand,1-38 m2,Ballincollig
2017-09-26,"19 Castleknock, Ballincollig, Cork",Cork,210000,second-hand,1-38 m2,Ballincollig
2017-09-26,"22 Castleknock, Ballincollig, Cork",Cork,230000,second-hand,1-38 m2,Ballincollig
2017-09-26,"Old Quarter, Ballincollig, Cork",Cork,190000,second-hand,1-38 m2,Ballincollig
2017-09-28,"80Millers Court, Old Quarter, Ballincollig",Cork,273128,new,38-125 m2,Ballincollig
2017-09-28,"The Cottage, Straight Rd Carrigrohane, Cork",Cork,10000,second-hand,1-38 m2,Ballincollig
2017-09-29,"23 The Square, Highfield Park, Ballincollig",Cork,20000,second-hand,1-38 m2,Ballincollig
2017-09-29,"61 Castle Ave, Muskerry Est, Ballincollig",Cork,36250,second-hand,1-38 m2,Ballincollig
2017-10-05,"22 The Cloisters, Ballincollig, Cork",Cork,275000,second-hand,1-38 m2,Ballincollig
2017-10-09,"22 Willow Grove, Coolroe Heights, Ballincollig",Cork,282500,second-hand,1-38 m2,Ballincollig
2017-10-09,"31 Waltham Abbey, Old Quarter, Ballincollig",Cork,377000,second-hand,1-38 m2,Ballincollig
2017-10-10,"60 Carriganarra, Ballincollig, Cork",Cork,268000,second-hand,1-38 m2,Ballincollig
2017-10-13,"Apt H, Barr Na Sraide, Ballincollig",Cork,169500,second-hand,1-38 m2,Ballincollig
2017-10-19,"11 Ros Nua, Poulavone, Ballincollig",Cork,166584,new,38-125 m2,Ballincollig
2017-10-20,"25 Cherry Walk, Muskerry Est, Ballincollig",Cork,339000,second-hand,1-38 m2,Ballincollig
2017-10-20,"4A Leo Murphy Terrace, Ballincollig, Cork",Cork,275000,second-hand,1-38 m2,Ballincollig
2017-10-20,"5 The Avenue, Highfield Park, Ballincollig",Cork,210000,second-hand,1-38 m2,Ballincollig
2017-10-23,"54 Millers Court, Old Quarter, Ballincollig",Cork,317180,new,38-125 m2,Ballincollig
2017-10-25,"34 Parknamore, Ballincollig, Cork",Cork,265000,second-hand,1-38 m2,Ballincollig
2017-10-26,"86 Coopers Grange, The Old Quarter, Ballincollig",Cork,345000,second-hand,1-38 m2,Ballincollig
2017-10-27,"176 An Caislean, Ballincollig, Cork",Cork,257500,second-hand,1-38 m2,Ballincollig
2017-10-31,"4 Glincool Villas, Maglin Rd Ballincollig, Cork",Cork,250000,second-hand,1-38 m2,Ballincollig
2017-10-31,"49 Leeview, Ballincollig, Co Cork",Cork,160000,second-hand,1-38 m2,Ballincollig
2017-10-31,"The Cedars, Ministers Cross, Carrigrohane",Cork,540000,second-hand,1-38 m2,Ballincollig
2017-11-01,"12 Ros Nua, Poulavone, Ballincollig",Cork,229074,new,38-125 m2,Ballincollig
2017-11-01,"5 Tara, An Caislean, Ballincollig",Cork,210000,second-hand,1-38 m2,Ballincollig
2017-11-08,"15 Castleknock Est, Ballincollig, Cork",Cork,305000,second-hand,1-38 m2,Ballincollig
2017-11-10,"Bridgewater Lodge, Carrigrohane, Co. Cork",Cork,188000,second-hand,1-38 m2,Ballincollig
2017-11-14,"44 Westcourt Heights, Ballincollig, Cork",Cork,245000,second-hand,1-38 m2,Ballincollig
2017-11-16,"78 Millers Court, Old Quarter, Ballincollig",Cork,303349,new,125-1000 m2,Ballincollig
2017-11-17,"24 Oldcourt, Greenfields, Ballincollig",Cork,430000,second-hand,1-38 m2,Ballincollig
2017-11-23,"76 Millers Court, Old Quarter, Ballincollig",Cork,290748,new,38-125 m2,Ballincollig
2017-11-24,"8 Thus Abhaile, Time Square, Ballincollig",Cork,152500,second-hand,1-38 m2,Ballincollig
2017-11-27,"52 Woodview, Fionn Laoi, Ballincollig",Cork,281938,new,38-125 m2,Ballincollig
2017-11-29,"59 Leslies Arch, Old Quarter, Ballincollig",Cork,206000,second-hand,1-38 m2,Ballincollig
2017-11-29,"8 Coolroe Court, Ballincollig, County Cork",Cork,251101,new,38-125 m2,Ballincollig
2017-11-30,"1 The Crescent, Old Quarter, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2017-12-05,"22 The Stables, Ballincollig, Cork",Cork,212000,second-hand,1-38 m2,Ballincollig
2017-12-07,"79 Millers Court, Old Quarter, Ballincollig",Cork,308370,new,38-125 m2,Ballincollig
2017-12-08,"102 Millers Court, Old Quarter, Ballincollig",Cork,392070,new,125-1000 m2,Ballincollig
2017-12-08,"134 Leslies Arch, Ballincollig, Cork",Cork,257000,second-hand,1-38 m2,Ballincollig
2017-12-08,"72 Millers Court, Old Quarter, Ballincollig",Cork,303964,new,38-125 m2,Ballincollig
2017-12-08,"96 Leecourt, Ballincollig, Cork",Cork,230000,second-hand,1-38 m2,Ballincollig
2017-12-11,"11 The Grove, Coolroe Meadows, Ballincollig",Cork,367500,second-hand,1-38 m2,Ballincollig
2017-12-11,"55 Oldcourt, Greenfields, Ballincollig",Cork,320000,second-hand,1-38 m2,Ballincollig
2017-12-12,"74 Millers Court, Old Quarter, Ballincollig",Cork,290748,new,38-125 m2,Ballincollig
2017-12-12,"77  Millers Court, Ballincollig",Cork,290748,new,38-125 m2,Ballincollig
2017-12-14,"24 Elms Mews, Classes Lake, Ballincollig",Cork,125000,second-hand,1-38 m2,Ballincollig
2017-12-14,"9 Glincool Lawn, Maglin Rd, Ballincollig",Cork,350000,second-hand,1-38 m2,Ballincollig
2017-12-14,"96 Millers Court, Old Quarter, Ballincollig",Cork,400000,second-hand,1-38 m2,Ballincollig
2017-12-14,"Ballyburden, Ballincollig, Co Cork",Cork,343000,second-hand,1-38 m2,Ballincollig
2017-12-15,"141 Leslies Arch, Old Quarter, Ballincollig",Cork,290000,second-hand,1-38 m2,Ballincollig
2017-12-15,"53 Millers, Old Quarter, Ballincollig",Cork,317180,new,38-125 m2,Ballincollig
2017-12-15,"73 Millers Court, Old Quarter, Ballincollig",Cork,290748,new,38-125 m2,Ballincollig
2017-12-15,"74 The Cloisters, Ballincollig, Cork",Cork,286000,second-hand,1-38 m2,Ballincollig
2017-12-18,"6 Coolroe Court, Ballincollig",Cork,365638,new,38-125 m2,Ballincollig
2017-12-18,"Apt 2, Old Quarry Apts, Ballincollig",Cork,220000,second-hand,1-38 m2,Ballincollig
2017-12-19,"Carmel, Inchigaggin Lane, Carrigrohane",Cork,800000,second-hand,1-38 m2,Ballincollig
2017-12-20,"2 Coolroe Court, Coolroe, Ballincollig",Cork,519823,new,38-125 m2,Ballincollig
2017-12-20,"6 Rosewood, Ballincollig, Cork",Cork,307000,second-hand,1-38 m2,Ballincollig
2017-12-20,"Reldare House, Model Farm Rd, Carrigrohane",Cork,1600000,second-hand,1-38 m2,Ballincollig
2017-12-21,"69 Church View, Ballincollig, Cork",Cork,232000,second-hand,1-38 m2,Ballincollig
2017-12-21,"75 Millers, Old Quarter, Ballincollig",Cork,290748,new,38-125 m2,Ballincollig
2018-01-02,"3 Ccolroe Court, Ballincollig",Cork,361233,new,38-125 m2,Ballincollig
2018-01-03,"103 Millers Court, Old Quarter, Ballincollig",Cork,480000,new,125-1000 m2,Ballincollig
2018-01-05,"7 Park Rd, Musherry Est, Ballincollig",Cork,275000,second-hand,1-38 m2,Ballincollig
2018-01-10,"28 Aisling Close, Ballincollig, Cork",Cork,220000,second-hand,1-38 m2,Ballincollig
2018-01-12,"104 Millers Court, Old Quarter, Ballincollig",Cork,392060,new,125-1000 m2,Ballincollig
2018-01-12,"205 The Willows, Ballincollig, Co Cork",Cork,235000,second-hand,1-38 m2,Ballincollig
2018-01-15,"67 Westcourt, Ballincollig, Cork",Cork,250000,second-hand,1-38 m2,Ballincollig
2018-01-16,"20 Woodbine Lawn, Inniscarra View, Ballincollig",Cork,316000,second-hand,1-38 m2,Ballincollig
2018-01-18,"52 Waltham Abbey, Old Quarter, Ballincollig",Cork,345000,second-hand,1-38 m2,Ballincollig
2018-01-19,"22 Aylesbury, Ballincollig, Cork",Cork,267700,second-hand,1-38 m2,Ballincollig
2018-01-23,"33 Woodberry, Greenfields, Ballincollig",Cork,460000,second-hand,1-38 m2,Ballincollig
2018-01-23,"5 Coolroe Court, Ballincollig, Cork",Cork,397158,new,38-125 m2,Ballincollig
2018-01-25,"42 Beech Rd, Huskerry Estate, Ballincollig",Cork,255000,second-hand,1-38 m2,Ballincollig
2018-01-26,"17 Highfield Park, Carriganarra, Ballincollig",Cork,288000,second-hand,1-38 m2,Ballincollig
2018-01-30,"37 The Cloisters, Ballincollig, Cork",Cork,270000,second-hand,1-38 m2,Ballincollig
2018-01-31,"7 Parknamore Rise, Ballincollig, Cork",Cork,292000,second-hand,1-38 m2,Ballincollig
2018-02-01,"11 Distillery Court, The Maltings, Ballincollig",Cork,203000,second-hand,1-38 m2,Ballincollig
2018-02-05,"85 Fernwalk, Greenfields, Ballincollig",Cork,620000,second-hand,1-38 m2,Ballincollig
2018-02-05,"Healys Bridge, Carrigrohane, Cork",Cork,340000,second-hand,1-38 m2,Ballincollig
2018-02-08,"34 Aisling Lawn, Ballincollig, Cork",Cork,226000,second-hand,1-38 m2,Ballincollig
2018-02-09,"84 An Caislean, Ballincollig, Cork",Cork,260000,second-hand,1-38 m2,Ballincollig
2018-02-12,"1 The Grgeen, Aylesbury, Ballincollig",Cork,400000,second-hand,1-38 m2,Ballincollig
2018-02-12,"101 Millers Court, Old Quarter, Ballincollig",Cork,528634,new,125-1000 m2,Ballincollig
2018-02-13,"11 The Stables, Coolroe, Ballincollig",Cork,322000,second-hand,1-38 m2,Ballincollig
2018-02-19,"12 Maglin View, Ballincollig, Cork",Cork,355000,second-hand,1-38 m2,Ballincollig
2018-02-19,"4 The Avenue, Coolroe Heights, Ballincollig",Cork,309000,second-hand,1-38 m2,Ballincollig
2018-02-20,"155 Leslies Arch, Ballincollig, Cork",Cork,291000,second-hand,1-38 m2,Ballincollig
2018-02-20,"193 An Caislean View, Ballincollig, Cork",Cork,215000,second-hand,1-38 m2,Ballincollig
2018-02-21,"18 Avoncourt, Ballincollig, Cork",Cork,320000,second-hand,1-38 m2,Ballincollig
2018-02-23,"13 The Stables, Coolroe, Ballincollig",Cork,329000,second-hand,1-38 m2,Ballincollig
2018-02-26,"105 Millers Court, Old Quarter, Ballincollig",Cork,391849,new,125-1000 m2,Ballincollig
2018-02-28,"106 Millers Court, Old Quarter, Ballincollig",Cork,427312,new,38-125 m2,Ballincollig
2018-02-28,"15 Old Quarry, Coolroe, Ballincollig",Cork,215000,second-hand,1-38 m2,Ballincollig
2018-02-28,"73 The Cloisters, Ballincollig, Cork",Cork,295000,second-hand,1-38 m2,Ballincollig
2018-03-07,"11 Park Rd, Muskerry Estate, Ballincollig",Cork,275000,second-hand,1-38 m2,Ballincollig
2018-03-09,"8 Rosewood, Ballincollig, Cork",Cork,235000,second-hand,1-38 m2,Ballincollig
2018-03-15,"9 Chestnut Cresent, Classes Lake, Ballincollig",Cork,500000,second-hand,1-38 m2,Ballincollig
2018-03-16,"14 Aylsbury Ave, Ballincollig, Cork",Cork,345000,second-hand,1-38 m2,Ballincollig
2018-03-18,"18 Leslies Arch Old Quarter, Ballincollig, Cork",Cork,190000,second-hand,1-38 m2,Ballincollig
2018-03-22,"71 Millers Court, Old Quarter, Ballincollig",Cork,339048,new,125-1000 m2,Ballincollig
2018-03-26,"10 Coopers Grange, Old Quarter, Ballincollig",Cork,280000,second-hand,1-38 m2,Ballincollig
2018-03-28,"25 Daffodil Fields, Ballincollig, Cork.",Cork,470000,second-hand,1-38 m2,Ballincollig
2018-03-28,"9 Glincool Crescent, Maglin Rd, Ballincollig",Cork,310000,second-hand,1-38 m2,Ballincollig
2018-03-29,"108 Coopers Grange, Old Quarter, Ballincollig",Cork,465000,second-hand,1-38 m2,Ballincollig
2018-04-03,"69 Millers Court, Old Quarter, Ballincollig",Cork,335000,new,1-38 m2,Ballincollig
2018-04-04,"27 Distillery Court, The Maltings, Ballincollig",Cork,210000,second-hand,1-38 m2,Ballincollig
2018-04-04,"68 Millers Court, Old Quarter, Ballincollig",Cork,295154,new,125-1000 m2,Ballincollig
2018-04-05,"33 Coolroe Heights, Ballincollig, Cork",Cork,252000,second-hand,1-38 m2,Ballincollig
2018-04-06,"82 Coopers Grange, Old Quarter, Ballincollig",Cork,339000,second-hand,1-38 m2,Ballincollig
2018-04-11,"2 Leslies Arch, Old Quarter, Ballincollig",Cork,412000,new,38-125 m2,Ballincollig
2018-04-18,"10 Oak Ave, Classis Lake, Ballincollig",Cork,245000,second-hand,1-38 m2,Ballincollig
2018-04-18,"70 Millers Court, Old Quarter, Ballincollig",Cork,339207,new,38-125 m2,Ballincollig
2018-04-19,"3 Tus Abhaile, Ballincollig, Cork",Cork,203500,second-hand,1-38 m2,Ballincollig
2018-04-19,"67 Millers Court, Old Quarter, Ballincollig",Cork,339207,new,125-1000 m2,Ballincollig
2018-04-20,"112 An Caislean, Ballincollig, Cork",Cork,266000,second-hand,1-38 m2,Ballincollig
2018-04-20,"45 Daffodil Fields, Ballincollig, Cork",Cork,355000,second-hand,1-38 m2,Ballincollig
2018-04-20,"Apt 32 Distillery Court, The Maltings, Ballingcollig",Cork,205000,second-hand,1-38 m2,Ballincollig
2018-04-23,"15 Glincool Crescent, Ballincollig, Cork",Cork,295000,second-hand,1-38 m2,Ballincollig
2018-04-26,"15 Mill Range, Powdermills, Ballincollig",Cork,230000,second-hand,1-38 m2,Ballincollig
2018-04-30,"11 Parknamore, Ballincollig, Cork",Cork,280000,second-hand,1-38 m2,Ballincollig
2018-05-11,"Basone, Springmount, Carrigrohane",Cork,457000,second-hand,1-38 m2,Ballincollig
2018-05-14,"15 Millers Court, Old Quarters, Ballincollig",Cork,258000,second-hand,1-38 m2,Ballincollig
2018-05-16,"66 Millers Court, Old Quarter, Ballincollig",Cork,339207,new,38-125 m2,Ballincollig
2018-05-17,"13 Ashton Court, Ballincollig, Cork",Cork,332000,second-hand,1-38 m2,Ballincollig
2018-05-17,"201 The Willows, Ballincollig, Cork",Cork,223000,second-hand,1-38 m2,Ballincollig
2018-05-22,"10 Millers Court, Old Quarter, Ballincollig",Cork,250000,second-hand,1-38 m2,Ballincollig
2018-05-24,"Apt 14 Tara An Caislan, Ballincollig, Cork",Cork,220000,second-hand,1-38 m2,Ballincollig
2018-05-25,"22 The Grove Wyndham Downs, Ballincollig Co Cork",Cork,287000,second-hand,1-38 m2,Ballincollig
2018-05-25,"26 The Square, Highfield Park, Ballincollig",Cork,251000,second-hand,1-38 m2,Ballincollig
2018-05-28,"Coolroe, Ballincollig, Cork",Cork,610000,second-hand,1-38 m2,Ballincollig
2018-05-29,"13 The Crescent, Old Fort Rd, Ballincollig",Cork,126571,second-hand,1-38 m2,Ballincollig
2018-05-30,"41 The Cloisters, Link Rd, Ballincollig",Cork,265000,second-hand,1-38 m2,Ballincollig
2018-05-31,"5 St Joseph'S Villas, Curraheen, Carrigrohane",Cork,195000,second-hand,1-38 m2,Ballincollig
2018-05-31,"79 The Lawn, Coolroe Meadows, Ballincollig",Cork,320000,second-hand,1-38 m2,Ballincollig
2018-06-01,"110 Millers Court, Old Quarter, Ballincollig",Cork,546255,new,38-125 m2,Ballincollig
2018-06-05,"1 Steeplewoods, Ballincollig",Cork,790000,new,38-125 m2,Ballincollig
2018-06-10,"51 Daffodil Fields, Poulavone, Carrigrohane",Cork,206667,second-hand,1-38 m2,Ballincollig
2018-06-11,"109 Millers Court, Old Quarter, Ballincollig",Cork,405286,new,125-1000 m2,Ballincollig
2018-06-12,"79 Maple Lawn, Muskerry Estate, Ballincollig",Cork,335000,second-hand,1-38 m2,Ballincollig
2018-06-19,"7 Lisheen Fields, Ballincollig, Ovens",Cork,419000,second-hand,1-38 m2,Ballincollig
2018-06-26,"26 Woodview, Fionn Laoi, Ballincollig",Cork,290748,new,125-1000 m2,Ballincollig
2018-06-28,"29 Woodview, Fionn Laoi, Ballincollig",Cork,290748,new,38-125 m2,Ballincollig
2018-07-04,"21 Granary Court, The Maltings, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2018-07-05,"4 Coolroe Court, West Village, Ballincollig",Cork,397158,new,38-125 m2,Ballincollig
2018-07-06,"129 Coopers Grange, Old Quarter, Ballincollig",Cork,395000,second-hand,1-38 m2,Ballincollig
2018-07-06,"63 The Cloisters, Ballincollig, Cork",Cork,280000,second-hand,1-38 m2,Ballincollig
2018-07-10,"28 The Abbey, Classes Lake, Ballincollig",Cork,220000,second-hand,1-38 m2,Ballincollig
2018-07-11,"9 Maglin View Ballincollig, Ballincollig, Cork",Cork,386000,second-hand,1-38 m2,Ballincollig
2018-07-12,"20 Woodview, Fionn Laoi, Ballincollig",Cork,290748,new,38-125 m2,Ballincollig
2018-07-13,"35 Woodview, Fionn Laoi, Ballincollig",Cork,308370,new,38-125 m2,Ballincollig
2018-07-16,"65 Millers Court, Old Quarter, Ballincollig",Cork,352422,new,125-1000 m2,Ballincollig
2018-07-19,"East Gate, Ballincollig, Cork",Cork,10000,second-hand,1-38 m2,Ballincollig
2018-07-20,"14 The Stables, Coolroe, Ballincollig",Cork,330000,second-hand,1-38 m2,Ballincollig
2018-07-20,"26 Castle Avenue, Muskerry Estate, Ballincollig",Cork,290000,second-hand,1-38 m2,Ballincollig
2018-07-20,"East Gate, Ballincollig, Cork",Cork,200000,second-hand,1-38 m2,Ballincollig
2018-07-24,"30 Woodview, Fionn Laoi, Ballincollig",Cork,308370,new,38-125 m2,Ballincollig
2018-07-24,"64  Millers Court, Old Quarter, Ballincollig",Cork,352422,new,38-125 m2,Ballincollig
2018-07-27,"63 Millers Court, Old Quarter, Ballincollig",Cork,308370,new,38-125 m2,Ballincollig
2018-07-27,"81 Leslies Arch, Old Quarter, Ballincollig",Cork,395000,second-hand,1-38 m2,Ballincollig
2018-07-27,"Doire Loin, Greenfield, Ballincollig",Cork,550000,second-hand,1-38 m2,Ballincollig
2018-08-01,"3 Steeplewoods, Killumney Road, Carrigrohane",Cork,722467,new,125-1000 m2,Ballincollig
2018-08-02,"Comme Je Trouve, Kerry Pike, Carrigrohane",Cork,320000,second-hand,1-38 m2,Ballincollig
2018-08-03,"26 The Cloisters, Ballincollig, Cork",Cork,335000,second-hand,1-38 m2,Ballincollig
2018-08-03,"34 The Close, Coolroe Meadows, Ballincollig",Cork,360000,second-hand,1-38 m2,Ballincollig
2018-08-10,"62 Millers Court, Old Quarter, Ballincollig",Cork,317180,new,38-125 m2,Ballincollig
2018-08-16,"19 Woodview, Fionn Laoi, Ballincollig",Cork,352422,new,38-125 m2,Ballincollig
2018-08-20,"27 Daffodil Fields, Ballincollig, Cork",Cork,465000,second-hand,1-38 m2,Ballincollig
2018-08-22,"118 Beech Park, Ballincollig, Cork",Cork,261000,second-hand,1-38 m2,Ballincollig
2018-08-23,"43 Coopers Grange, Old Quarter, Ballincollig",Cork,250000,second-hand,1-38 m2,Ballincollig
2018-08-24,"17 The Crescent, Highfield Park, Ballincollig",Cork,275000,second-hand,1-38 m2,Ballincollig
2018-08-27,"24 Whitetholn Ave, Inniscarra View, Ballincollig",Cork,310000,second-hand,1-38 m2,Ballincollig
2018-08-28,"Beechgrove, Leemount, Carrigrohane",Cork,540000,second-hand,1-38 m2,Ballincollig
2018-08-31,"7 Coolroe Court, Ballincollig, Co. Cork",Cork,372246,new,125-1000 m2,Ballincollig
2018-09-03,"107 Leslies Arch, The Old Quarter, Ballincollig",Cork,300000,second-hand,1-38 m2,Ballincollig
2018-09-03,"20 Glincoole Gardens, Ballincollig, Cork",Cork,280000,second-hand,1-38 m2,Ballincollig
2018-09-06,"93 Leecourt, Ballincollig, Cork",Cork,252000,second-hand,1-38 m2,Ballincollig
2018-09-17,"12 Coolroe Meadows, Ballincollic, Cork",Cork,330000,second-hand,1-38 m2,Ballincollig
2018-09-18,"107 Millers Court, Old Quarter, Ballincollig",Cork,409691,new,125-1000 m2,Ballincollig
2018-09-18,"13 Hawthorn Ave, Inniscarra View Estate, Ballincollig",Cork,257000,second-hand,1-38 m2,Ballincollig
2018-09-18,"67 Beech Park, Ballincollig, Cork",Cork,340000,second-hand,1-38 m2,Ballincollig
2018-09-25,"58 Coopers Grange Old Quarter, Ballincollig, Cork",Cork,267000,second-hand,1-38 m2,Ballincollig
2018-09-26,"61 The Green, Coolroe Meadows, Ballincollig",Cork,111500,second-hand,1-38 m2,Ballincollig
2018-09-27,"108 Millers Court, Old Quarter, Ballincollig",Cork,405286,new,125-1000 m2,Ballincollig
2018-09-27,"11 Glencool Villas, Ballincollig, Cork",Cork,304000,second-hand,1-38 m2,Ballincollig
2018-10-01,"29 Caislean Dr, Ballincollig, Cork",Cork,267000,second-hand,1-38 m2,Ballincollig
2018-10-04,"Pine Cottage, Clash Rd, Carrigrohane",Cork,875000,second-hand,1-38 m2,Ballincollig
2018-10-15,"29 The Cedars, Classis Lake, Ballincollig",Cork,357000,second-hand,1-38 m2,Ballincollig
2018-10-16,"56 Millers Court, Old Quarter, Ballincollig",Cork,303964,new,38-125 m2,Ballincollig
2018-10-16,"58 Millers Court, Ballincollig, Co. Cork",Cork,303964,new,38-125 m2,Ballincollig
2018-10-17,"11 The Avenue, Coolroe Heights, Ballincollig",Cork,374449,new,38-125 m2,Ballincollig
2018-10-17,"2 Powdermill Meadows, East Side, Ballincollig",Cork,297356,new,38-125 m2,Ballincollig
2018-10-17,"3 Powdermill Meadow, East Side, Ballincollig",Cork,297356,new,38-125 m2,Ballincollig
2018-10-19,"79 Leslies Arch, Old Quarter, Ballincollig",Cork,375000,second-hand,1-38 m2,Ballincollig
2018-10-22,"2 Glincool Crescent, Ballincollig, Cork",Cork,376000,second-hand,1-38 m2,Ballincollig
2018-10-25,"19 Whitethorn Dr, Inniscarra View, Ballincollig",Cork,290000,second-hand,1-38 m2,Ballincollig
2018-10-26,"1 Powdermill Meadow, East Side, Ballincollig",Cork,378854,new,38-125 m2,Ballincollig
2018-10-31,"31 Highfield Park, Ballincollig, Cork",Cork,230000,second-hand,1-38 m2,Ballincollig
2018-10-31,"57 Millers Court, Old Quarter, Ballincollig",Cork,303964,new,38-125 m2,Ballincollig
2018-11-01,"48 Tuairin Glas, Greenfields Rd, Ballincollig",Cork,250000,second-hand,1-38 m2,Ballincollig
2018-11-05,"45 The Crescent, Old Quarter, Ballincollig",Cork,260000,second-hand,1-38 m2,Ballincollig
2018-11-06,"167 An Caislean, Ballincollig, Co Cork",Cork,247000,second-hand,1-38 m2,Ballincollig
2018-11-06,"5 Powdermill Meadow, East Side, Ballincollig",Cork,350000,new,125-1000 m2,Ballincollig
2018-11-07,"21 Clincool Gardens, Ballincollig, Co Cork",Cork,320000,second-hand,1-38 m2,Ballincollig
2018-11-08,"2 The Lawn, Coolroe Meadows, Ballincollig",Cork,277500,second-hand,1-38 m2,Ballincollig
2018-11-08,"47 Millers Court, Old Quarter, Ballincollig",Cork,376000,second-hand,1-38 m2,Ballincollig
2018-11-15,"25 Steeplewoods, Carrigrohane",Cork,374449,new,125-1000 m2,Ballincollig
2018-11-16,"24 Steeplewoods, Carrigrohane, County Cork",Cork,388700,new,125-1000 m2,Ballincollig
2018-11-16,"4 Woodview  Fionn Laoi, Ballincollig",Cork,299559,new,38-125 m2,Ballincollig
2018-11-19,"18 Woodview, Fionn Laoi, Ballincollig",Cork,352422,new,38-125 m2,Ballincollig
2018-11-20,"10 Father Sexton Place, Ballincollig, Cork",Cork,130000,second-hand,1-38 m2,Ballincollig
2018-11-22,"Ardri Ballinveltig, Curraheen, Carrigrohane",Cork,475000,second-hand,1-38 m2,Ballincollig
2018-11-26,"13 Oak Dr, Classis Lake, Ballincollig",Cork,280000,second-hand,1-38 m2,Ballincollig
2018-11-26,"Willowmeade, Model Farm Rd, Carrigrohane",Cork,715000,second-hand,1-38 m2,Ballincollig
2018-11-27,"60 The Cloisters, Ballincollig, Cork",Cork,265000,second-hand,1-38 m2,Ballincollig
2018-11-28,"1 Coolroe Court, Lower Coolroe, Ballincollig",Cork,446696,new,1-38 m2,Ballincollig
2018-11-28,"27 Steeplewoods, Carrigrohane, County Cork",Cork,383259,new,1-38 m2,Ballincollig
2018-11-30,"10 Steeplewoods, Killumney Road, Carrigrohane",Cork,692000,new,125-1000 m2,Ballincollig
2018-11-30,"26 Steeplewoods, Cariganarra Road, Carrigrohane",Cork,435000,new,1-38 m2,Ballincollig
2018-11-30,"8 Caislean Close, Ballincollig, Cork",Cork,262000,second-hand,1-38 m2,Ballincollig
2018-11-30,"Bellview, Westcourt Est, Ballincollig",Cork,403000,second-hand,1-38 m2,Ballincollig
2018-12-03,"Main Street, Ballincollig, Cork",Cork,120000,second-hand,1-38 m2,Ballincollig
2018-12-04,"4 Powdermill Meadows, East Side, Ballincollig",Cork,295154,new,1-38 m2,Ballincollig
2018-12-05,"22 Millers Court, Old Quarter, Ballincollig",Cork,355000,second-hand,1-38 m2,Ballincollig
2018-12-05,"37 Cherry Walk, Muskerry Estate, Ballincollig",Cork,258000,second-hand,1-38 m2,Ballincollig
2018-12-05,"46 Millers Court, Old Quarter, Ballincollig",Cork,410000,second-hand,1-38 m2,Ballincollig
2018-12-07,"2 Silverwood, Main Rd, Ballincollig",Cork,255000,second-hand,1-38 m2,Ballincollig
2018-12-10,"D02 Eden Hall, Model Farm Rd, Carrigrohane",Cork,190000,second-hand,1-38 m2,Ballincollig
2018-12-11,"B06 Eden Hall, Model Farm Rd, Carrigrohane",Cork,175000,second-hand,1-38 m2,Ballincollig
2018-12-12,"12 Woodview, Fionn Laoi, Ballincollig",Cork,303965,new,1-38 m2,Ballincollig
2018-12-14,"135 An Caislean Way, Ballincollig, Cork",Cork,320000,second-hand,1-38 m2,Ballincollig
2018-12-14,"14 Coopers Grange, Old Quarter, Ballincollig",Cork,361233,new,1-38 m2,Ballincollig
2018-12-14,"40 Greystones, Ballincollig, Cork",Cork,280000,second-hand,1-38 m2,Ballincollig
2018-12-17,"4 Willow Grove, Coolroe Heights, Ballincollig",Cork,310000,second-hand,1-38 m2,Ballincollig
2018-12-18,"11 Woodview, Fionn Laoi, Ballincollig",Cork,299559,new,1-38 m2,Ballincollig
2018-12-18,"12 Steeplewoods, Carrigrohane, Co. Cork",Cork,546255,new,1-38 m2,Ballincollig
2018-12-18,"28 Coopers Grange, Old Quarter, Ballincollig",Cork,312775,new,1-38 m2,Ballincollig
2018-12-18,"41 Westcourt Heights, Ballincollig, Cork",Cork,292500,second-hand,1-38 m2,Ballincollig
2018-12-18,"55 Willow Grove, Coolroe Heights, Ballincollig",Cork,310000,second-hand,1-38 m2,Ballincollig
