title,island,locality,price,beds,size,link,date,advert_type
2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,115500,2,68,https://www.kyero.com/en/property/6895451-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.132190+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,140000,2,76,https://www.kyero.com/en/property/8136137-apartment-for-sale-arona,2020-12-29 10:29:35.134430+00:00,sale
2 Bedroom Apartment in Playa De La Arena,Tenerife,Playa de la Arena,140000,2,47,https://www.kyero.com/en/property/7056288-apartment-for-sale-playa-de-la-arena,2020-12-29 10:29:35.136515+00:00,sale
2 Bedroom Apartment in Adeje,Tenerife,Adeje,140000,2,70,https://www.kyero.com/en/property/7056341-apartment-for-sale-adeje,2020-12-29 10:29:35.138720+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,48700,2,51,https://www.kyero.com/en/property/7635927-apartment-for-sale-arona,2020-12-29 10:29:35.140986+00:00,sale
2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,79900,2,60,https://www.kyero.com/en/property/7914972-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.143222+00:00,sale
3 Bedroom Apartment in Buzanada,Tenerife,Buzanada,120000,3,73,https://www.kyero.com/en/property/7746309-apartment-for-sale-buzanada,2020-12-29 10:29:35.145531+00:00,sale
2 Bedroom Apartment in San Miguel De Abona,Tenerife,San Miguel de Abona,129000,2,71,https://www.kyero.com/en/property/7807809-apartment-for-sale-san-miguel-de-abona,2020-12-29 10:29:35.147724+00:00,sale
2 Bedroom Apartment in Puerto De Santiago,Tenerife,Puerto de Santiago,131000,2,53,https://www.kyero.com/en/property/8106294-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:35.149966+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,116000,2,68,https://www.kyero.com/en/property/7672212-apartment-for-sale-arona,2020-12-29 10:29:35.152422+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,118000,2,80,https://www.kyero.com/en/property/8181806-apartment-for-sale-arona,2020-12-29 10:29:35.154687+00:00,sale
3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,127000,3,96,https://www.kyero.com/en/property/7653312-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.163259+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,60000,2,65,https://www.kyero.com/en/property/7671060-apartment-for-sale-arona,2020-12-29 10:29:35.167121+00:00,sale
2 Bedroom Apartment in Adeje,Tenerife,Adeje,140000,2,75,https://www.kyero.com/en/property/7266607-apartment-for-sale-adeje,2020-12-29 10:29:35.169503+00:00,sale
2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,84900,2,90,https://www.kyero.com/en/property/7672259-apartment-for-sale-granadilla,2020-12-29 10:29:35.171771+00:00,sale
2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,126400,2,65,https://www.kyero.com/en/property/6467838-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.174070+00:00,sale
2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,129000,2,72,https://www.kyero.com/en/property/7769155-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.176358+00:00,sale
2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,140000,2,46,https://www.kyero.com/en/property/6581286-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.178613+00:00,sale
2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,115000,2,65,https://www.kyero.com/en/property/7309204-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.180727+00:00,sale
2 Bedroom Apartment in Adeje,Tenerife,Adeje,113000,2,53,https://www.kyero.com/en/property/8174825-apartment-for-sale-adeje,2020-12-29 10:29:35.182836+00:00,sale
2 Bedroom Apartment in Adeje,Tenerife,Adeje,130000,2,80,https://www.kyero.com/en/property/7065495-apartment-for-sale-adeje,2020-12-29 10:29:35.185079+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,100000,2,60,https://www.kyero.com/en/property/6657014-apartment-for-sale-arona,2020-12-29 10:29:35.187263+00:00,sale
3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,132000,3,97,https://www.kyero.com/en/property/7653316-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.189682+00:00,sale
2 Bedroom Apartment in Fanabe,Tenerife,Fanabe,148000,2,71,https://www.kyero.com/en/property/7779727-apartment-for-sale-fanabe,2020-12-29 10:29:35.191827+00:00,sale
2 Bedroom Apartment in Buzanada,Tenerife,Buzanada,98000,2,65,https://www.kyero.com/en/property/7056354-apartment-for-sale-buzanada,2020-12-29 10:29:35.194044+00:00,sale
2 Bedroom Apartment in Adeje,Tenerife,Adeje,135000,2,70,https://www.kyero.com/en/property/7672399-apartment-for-sale-adeje,2020-12-29 10:29:35.196091+00:00,sale
3 Bedroom Apartment in Callao Salvaje,Tenerife,Callao Salvaje,141750,3,67,https://www.kyero.com/en/property/7653349-apartment-for-sale-callao-salvaje,2020-12-29 10:29:35.198319+00:00,sale
2 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,77000,2,54,https://www.kyero.com/en/property/8181807-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:35.200626+00:00,sale
3 Bedroom Apartment in Las Chafiras (San Miguel),Tenerife,Las Chafiras (San Miguel),119500,3,88,https://www.kyero.com/en/property/7505181-apartment-for-sale-las-chafiras-san-miguel,2020-12-29 10:29:35.202864+00:00,sale
2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,139500,2,68,https://www.kyero.com/en/property/6452942-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.205128+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,136500,2,90,https://www.kyero.com/en/property/7671058-apartment-for-sale-arona,2020-12-29 10:29:35.207377+00:00,sale
2 Bedroom Apartment in Guimar,Tenerife,Guimar,127000,2,66,https://www.kyero.com/en/property/6389545-apartment-for-sale-guimar,2020-12-29 10:29:35.209626+00:00,sale
2 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,107000,2,80,https://www.kyero.com/en/property/7064880-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.211794+00:00,sale
4 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,150000,4,142,https://www.kyero.com/en/property/8063947-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.214003+00:00,sale
3 Bedroom Apartment in Arona,Tenerife,Arona,130000,3,87,https://www.kyero.com/en/property/7680818-apartment-for-sale-arona,2020-12-29 10:29:35.216281+00:00,sale
2 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,143000,2,68,https://www.kyero.com/en/property/7461860-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.218534+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,126500,2,80,https://www.kyero.com/en/property/6578551-apartment-for-sale-arona,2020-12-29 10:29:35.220787+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,125000,2,55,https://www.kyero.com/en/property/7672205-apartment-for-sale-arona,2020-12-29 10:29:35.223010+00:00,sale
2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,78000,2,52,https://www.kyero.com/en/property/8085173-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.225320+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,60000,2,46,https://www.kyero.com/en/property/7705136-apartment-for-sale-arona,2020-12-29 10:29:35.227492+00:00,sale
3 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,116000,3,111,https://www.kyero.com/en/property/7672357-apartment-for-sale-granadilla,2020-12-29 10:29:35.229893+00:00,sale
2 Bedroom Apartment in Golf Del Sur,Tenerife,Golf del Sur,112000,2,48,https://www.kyero.com/en/property/7224844-apartment-for-sale-golf-del-sur,2020-12-29 10:29:35.232219+00:00,sale
2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,124000,2,95,https://www.kyero.com/en/property/7653318-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.234698+00:00,sale
3 Bedroom Apartment in Guimar,Tenerife,Guimar,120000,3,102,https://www.kyero.com/en/property/8192051-apartment-for-sale-guimar,2020-12-29 10:29:35.236838+00:00,sale
2 Bedroom Apartment in Puerto De Santiago,Tenerife,Puerto de Santiago,150000,2,65,https://www.kyero.com/en/property/6080015-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:35.239525+00:00,sale
2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,87872,2,66,https://www.kyero.com/en/property/7653294-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.241816+00:00,sale
3 Bedroom Apartment in Arona,Tenerife,Arona,137000,3,90,https://www.kyero.com/en/property/7672183-apartment-for-sale-arona,2020-12-29 10:29:35.243946+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,150000,2,55,https://www.kyero.com/en/property/7277404-apartment-for-sale-arona,2020-12-29 10:29:35.246285+00:00,sale
2 Bedroom Apartment in Adeje,Tenerife,Adeje,126000,2,54,https://www.kyero.com/en/property/7672178-apartment-for-sale-adeje,2020-12-29 10:29:35.248462+00:00,sale
3 Bedroom Apartment in Guaza,Tenerife,Guaza,85000,3,101,https://www.kyero.com/en/property/7671099-apartment-for-sale-guaza,2020-12-29 10:29:35.250745+00:00,sale
3 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,136000,3,109,https://www.kyero.com/en/property/7653297-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.252792+00:00,sale
3 Bedroom Apartment in Puerto De Santiago,Tenerife,Puerto de Santiago,129000,3,73,https://www.kyero.com/en/property/6021039-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:35.254981+00:00,sale
2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,105000,2,58,https://www.kyero.com/en/property/6994580-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.257299+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,84000,2,61,https://www.kyero.com/en/property/7671108-apartment-for-sale-arona,2020-12-29 10:29:35.259589+00:00,sale
3 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,115500,3,98,https://www.kyero.com/en/property/7651867-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.262043+00:00,sale
3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,123500,3,92,https://www.kyero.com/en/property/7653307-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.264310+00:00,sale
2 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,122000,2,61,https://www.kyero.com/en/property/7832833-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.266631+00:00,sale
2 Bedroom Apartment in Playa Paraiso,Tenerife,Playa Paraiso,145000,2,50,https://www.kyero.com/en/property/6971378-apartment-for-sale-playa-paraiso,2020-12-29 10:29:35.268713+00:00,sale
2 Bedroom Apartment in Granadilla de Abona,Tenerife,Granadilla de Abona,95000,2,54,https://www.kyero.com/en/property/7680807-apartment-for-sale-granadilla-de-abona,2020-12-29 10:29:35.270953+00:00,sale
3 Bedroom Apartment in Buzanada,Tenerife,Buzanada,130000,3,112,https://www.kyero.com/en/property/7758716-apartment-for-sale-buzanada,2020-12-29 10:29:35.273233+00:00,sale
2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,84000,2,100,https://www.kyero.com/en/property/7927100-apartment-for-sale-granadilla,2020-12-29 10:29:35.275457+00:00,sale
2 Bedroom Apartment in Puerto De Santiago,Tenerife,Puerto de Santiago,129000,2,70,https://www.kyero.com/en/property/6320830-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:35.277886+00:00,sale
2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,133500,2,68,https://www.kyero.com/en/property/7672229-apartment-for-sale-granadilla,2020-12-29 10:29:35.280035+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,142400,2,75,https://www.kyero.com/en/property/7617842-apartment-for-sale-arona,2020-12-29 10:29:35.282311+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,115000,2,65,https://www.kyero.com/en/property/7672223-apartment-for-sale-arona,2020-12-29 10:29:35.284612+00:00,sale
2 Bedroom Apartment in Guargacho,Tenerife,Guargacho,47000,2,51,https://www.kyero.com/en/property/7708009-apartment-for-sale-guargacho,2020-12-29 10:29:35.287014+00:00,sale
3 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,145000,3,91,https://www.kyero.com/en/property/6490728-apartment-for-sale-granadilla,2020-12-29 10:29:35.289394+00:00,sale
2 Bedroom Penthouse in Granadilla de Abona,Tenerife,Granadilla de Abona,115500,2,62,https://www.kyero.com/en/property/7871748-apartment-for-sale-granadilla-de-abona,2020-12-29 10:29:35.291592+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,110000,2,64,https://www.kyero.com/en/property/8063967-apartment-for-sale-arona,2020-12-29 10:29:35.293890+00:00,sale
2 Bedroom Apartment in Granadilla de Abona,Tenerife,Granadilla de Abona,99500,2,60,https://www.kyero.com/en/property/7064889-apartment-for-sale-granadilla-de-abona,2020-12-29 10:29:35.296105+00:00,sale
2 Bedroom Apartment in Las Chafiras (San Miguel),Tenerife,Las Chafiras (San Miguel),143500,2,85,https://www.kyero.com/en/property/7661992-apartment-for-sale-las-chafiras-san-miguel,2020-12-29 10:29:35.298713+00:00,sale
2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,130000,2,70,https://www.kyero.com/en/property/7672274-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.300958+00:00,sale
3 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,133000,3,95,https://www.kyero.com/en/property/6810412-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:35.303189+00:00,sale
2 Bedroom Apartment in Callao Salvaje,Tenerife,Callao Salvaje,135000,2,68,https://www.kyero.com/en/property/7368060-apartment-for-sale-callao-salvaje,2020-12-29 10:29:35.305480+00:00,sale
2 Bedroom Apartment in Adeje,Tenerife,Adeje,105000,2,66,https://www.kyero.com/en/property/7065823-apartment-for-sale-adeje,2020-12-29 10:29:35.307680+00:00,sale
2 Bedroom Apartment in Buzanada,Tenerife,Buzanada,86400,2,85,https://www.kyero.com/en/property/7680836-apartment-for-sale-buzanada,2020-12-29 10:29:35.309984+00:00,sale
2 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,146000,2,70,https://www.kyero.com/en/property/7839846-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.312079+00:00,sale
2 Bedroom Apartment in Guaza,Tenerife,Guaza,140000,2,57,https://www.kyero.com/en/property/8121117-apartment-for-sale-guaza,2020-12-29 10:29:35.314449+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,94000,2,68,https://www.kyero.com/en/property/7671087-apartment-for-sale-arona,2020-12-29 10:29:35.316576+00:00,sale
2 Bedroom Apartment in Las Galletas,Tenerife,Las Galletas,131500,2,62,https://www.kyero.com/en/property/7671077-apartment-for-sale-las-galletas,2020-12-29 10:29:35.318787+00:00,sale
2 Bedroom Apartment in San Miguel De Abona,Tenerife,San Miguel de Abona,110000,2,70,https://www.kyero.com/en/property/7064887-apartment-for-sale-san-miguel-de-abona,2020-12-29 10:29:35.321153+00:00,sale
2 Bedroom Apartment in Chayofa,Tenerife,Chayofa,147455,2,100,https://www.kyero.com/en/property/7680837-apartment-for-sale-chayofa,2020-12-29 10:29:35.323480+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,75000,2,55,https://www.kyero.com/en/property/7653301-apartment-for-sale-arona,2020-12-29 10:29:35.325858+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,90400,2,62,https://www.kyero.com/en/property/7671106-apartment-for-sale-arona,2020-12-29 10:29:35.327972+00:00,sale
2 Bedroom Apartment in Buzanada,Tenerife,Buzanada,85400,2,85,https://www.kyero.com/en/property/8057388-apartment-for-sale-buzanada,2020-12-29 10:29:35.330206+00:00,sale
3 Bedroom Apartment in Arona,Tenerife,Arona,88000,3,100,https://www.kyero.com/en/property/7671110-apartment-for-sale-arona,2020-12-29 10:29:35.332408+00:00,sale
3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,120256,3,93,https://www.kyero.com/en/property/7653295-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.334670+00:00,sale
2 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,145000,2,72,https://www.kyero.com/en/property/7391505-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.336748+00:00,sale
2 Bedroom Apartment in Las Galletas,Tenerife,Las Galletas,94900,2,68,https://www.kyero.com/en/property/7138937-apartment-for-sale-las-galletas,2020-12-29 10:29:35.339017+00:00,sale
2 Bedroom Apartment in Puerto De Santiago,Tenerife,Puerto de Santiago,135000,2,95,https://www.kyero.com/en/property/7771818-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:35.341391+00:00,sale
2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,149000,2,60,https://www.kyero.com/en/property/7264418-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.343804+00:00,sale
3 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,145000,3,62,https://www.kyero.com/en/property/8063923-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.346562+00:00,sale
3 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,131500,3,112,https://www.kyero.com/en/property/7672407-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.348718+00:00,sale
2 Bedroom Apartment in Longuera,Tenerife,Longuera,139000,2,88,https://www.kyero.com/en/property/6938497-apartment-for-sale-longuera,2020-12-29 10:29:35.351160+00:00,sale
2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,109000,2,70,https://www.kyero.com/en/property/7672226-apartment-for-sale-granadilla,2020-12-29 10:29:35.353518+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,99500,2,62,https://www.kyero.com/en/property/7746307-apartment-for-sale-arona,2020-12-29 10:29:35.355689+00:00,sale
3 Bedroom Apartment in Granadilla de Abona,Tenerife,Granadilla de Abona,125000,3,87,https://www.kyero.com/en/property/6911524-apartment-for-sale-granadilla-de-abona,2020-12-29 10:29:35.357926+00:00,sale
2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,120750,2,75,https://www.kyero.com/en/property/6895214-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.360026+00:00,sale
2 Bedroom Apartment in Arona,Tenerife,Arona,136000,2,60,https://www.kyero.com/en/property/7672201-apartment-for-sale-arona,2020-12-29 10:29:35.362422+00:00,sale
2 Bedroom Apartment in Candelaria,Tenerife,Candelaria,145000,2,70,https://www.kyero.com/en/property/7817708-apartment-for-sale-candelaria,2020-12-29 10:29:35.364584+00:00,sale
3 Bedroom Apartment in Tamaimo,Tenerife,Tamaimo,139000,3,128,https://www.kyero.com/en/property/6226310-apartment-for-sale-tamaimo,2020-12-29 10:29:35.366827+00:00,sale
2 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,85000,2,56,https://www.kyero.com/en/property/7592949-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.369175+00:00,sale
2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,103950,2,58,https://www.kyero.com/en/property/7935012-apartment-for-sale-granadilla,2020-12-29 10:29:35.371858+00:00,sale
2 Bedroom Apartment in Guargacho,Tenerife,Guargacho,105000,2,78,https://www.kyero.com/en/property/7672142-apartment-for-sale-guargacho,2020-12-29 10:29:35.374181+00:00,sale
